Documento,Titolo programma,Titolo sequenza/servizio,Canale Trasmissione,Data Trasmissione,Durata,Contenuto Audio,Contenuto Video,ID Notice,Note,Time Start,Time Stop
120,TG1 1330,IN VIGORE IL PROTOCOLLO DI KYOTO,RAI UNO,16/02/2005,00:01:12:00,"INQUINAMENTO ARIA PROBLEMA, INQUINAMENTO DA GAS SCARICO PROBLEMA, DIMOSTRAZIONE PRO TUTELA HABITAT MOVIMENTO VERDI, LEGA AMBIENTE, WWF ; INQUINAMENTO ARIA PROBLEMA, INQUINAMENTO DA GAS SCARICO PROBLEMA, DIMOSTRAZIONE PRO TUTELA HABITAT ; PRATESI FULCO, PECORARO SCANIO ALFONSO ; MOVIMENTO VERDI, LEGA AMBIENTE, WWF","KYOTO, GIAPPONE, INTERNI SEDE CERIMONIA IN OCCASIONE DELL ENTRATA IN VIGORE IN CENTOQUARANTUNO PAESI DEL DEL PROTOCOLLO DI INTESA PER IL CONTROLLO DELL EMISSIONE DI GAS INQUINANTI NELL ATMOSFERA, STILATO A KYOTO DURANTE CONFERENZA INTERNAZIONALE SUL CLIMA ORGANIZZATA DALL ONU NEL 19971130. PARTECIPANTI BRINDANO E FESTEGGIANO. ROMA, LAZIO, ITALIA, MANIFESTAZIONE ESPONENTI MOVIMENTO VERDI E LEGA AMBIENTE, IN OCCASIONE ENTRATA IN VIGORE IN EUROPA DEL PROTOCOLLO, MANIFESTANTI SOSTANO IN ESTERNI PALAZZO CHIGI E IN ESTERNI AMBASCIATA USA, NAZIONE CHE RIFIUTA DI ADERIRE A TALE PROTOCOLLO. PRESIDENTE ASSOCIAZIONE WWF PRATESI E PRESIDENTE MOVIMENTO VERDI PECORARO SCANIO RILASCIANO INTERVISTE SEPARATE SU IMPORTANZA DEL PROTOCOLLO. REPERTORIO, ESTERNI INDUSTRIE, IMPIANTI SFRUTTAMENTO ENERGIA EOLICA, TRAFFICO, PANNELLI SOLARI. SONORO ORIGINALE E SPEAKER.",T05047/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
56,TG1 1330,DOPO LE ELEZIONI,RAI UNO,16/05/2001,00:01:29:00,"ITALIA ELEZIONE VOTAZIONE, CASA LIBERTA, ITALIA ELEZIONE RISULTATO ; BERLUSCONI SILVIO, BOSSI UMBERTO, SCAJOLA CLAUDIO ; ITALIA ELEZIONE VOTAZIONE, CASA LIBERTA, ITALIA ELEZIONE RISULTATO","INTERNI SEGGIO ELETTORALE DURANTE OPERAZIONI DI VOTO PER ELEZIONI POLITICHE E AMMINISTRATIVE. ROMA, ESTERNI PALAZZO QUIRINALE, INTERNI CAMERA DEPUTATI CON SEGGI VUOTI. LEADER COALIZIONE CENTRODESTRA CASA LIBERTA VINCITRICE ELEZIONI, BERLUSCONI, TIENE COMIZIO, TIENE CONFERENZA STAMPA E RILASCIA INTERVISTA. INTERVISTA A SEGRETARIO LEGA NORD BOSSI SU PRESENZA DELLA LEGA NEL PROSSIMO GOVERNO BERLUSCONI. BOSSI IN STRADA CON COLLABORATORI. INTERVISTA A COORDINATORE FORZA ITALIA SCAJOLA. INSERITO REPERTORIO SU: ESTERNI CORTE DI CASSAZIONE, ESTERNI COMMISSIONE EUROPEA DI BRUXELLES, BELGIO. SONORO ORIGINALE E SPEAKER.",T01136/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
30,TG1 1330,CONSIGLIO UE A GOTEBORG,RAI UNO,16/06/2001,00:01:35:00,"UNIONE EUROPEA CONSIGLIO, SVEZIA POLIZIA ; UNIONE EUROPEA CONSIGLIO, SVEZIA POLIZIA","AGENTI POLIZIA IN TENUTA ANTI SOMMOSSA PRESIDIANO ESTERNI SEDE CONSIGLIO UNIONE EUROPEA, ARRIVO CAPI DI STATO E DI GOVERNO UE PARTECIPANTI AL VERTICE TRA CUI CANCELLIERE TEDESCO SCHRODER GERHARD, PRESIDENTE FRANCESE CHIRAC JACQUES CON PRIMO MINISTRO FRANCESE JOSPIN LIONEL E PRESIDENTE COMMISSIONE EUROPEA PRODI ROMANO, VEDUTE TAVOLO LAVORI CON PARTECIPANTI. INSERITO REPERTORIO SU: FASI CONIO MONETA EURO, ABBATTIMENTO ALBERO, RIPRESE AEREE GHIACCIAIO. INSERITO REDATTORE. SONORO SPEAKER.",T01167/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
24,TG1 1330,RAPPORTO SUI BAMBINI,RAI UNO,17/05/2001,00:01:26:00,"TUTELA MINORI PROBLEMA, SCOLARI, BAMBINI AL PARCO ; TUTELA MINORI PROBLEMA, SCOLARI, BAMBINI AL PARCO","CONFERENZA PRESENTAZIONE RISULTATI INDAGINE DEMOSCOPICA, COMMISSIONATA DALL UNICEF E REALIZZATA DA UN AGENZIA TEDESCA, SULLE CONDIZIONI DI VITA DEI BAMBINI IN EUROPA E NELL ASIA CENTRALE. INSERTI SU: VARIE SU BAMBINI E RAGAZZI A SCUOLA, IN STRADA E MENTRE GIOCANO AL PARCO. INSERITO REPERTORIO SU: DONNE E BAMBINI PROFUGHI DI GUERRA. INSERITO REDATTORE. SONORO SPEAKER.",T01137/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
65,TG1 1330,ACCORDO SUL GAS TRA GOVERNO UCRAINO E SOCIETA RUSSA GAZPROM,RAI UNO,17/08/2006,00:01:00:00,"GAS IMPIANTO, GASDOTTO CONFERENZA PAESE INDUSTRIALIZZATO S PIETROBURGO ; GAS IMPIANTO, GASDOTTO ; CONFERENZA PAESE INDUSTRIALIZZATO S PIETROBURGO","2006, INCONTRO TRA PRIMO MINISTRO UCRAINO YUSHENKO VICTOR E PRESIDENTE RUSSO PUTIN VLADIMIR CHE SI STRINGONO LA MANO. 200607, S PIETROBURGO, RUSSIA, CONFERENZA DEGLI OTTO PAESI PIU INDUSTRIALIZZATI ( G8 ), CAPI DI STATO E DI GOVERNO POSANO PER FOTOGRAFIA DI GRUPPO DAVANTI AL PALAZZO SEDE DEL VERTICE. REPERTORIO, RUSSIA, IMPIANTI PER L ESTRAZIONE E LA DISTRIBUZIONE DEL GAS E GASDOTTI CON TECNICI AL LAVORO. INSERITE ANIMAZIONI GRAFICHE RAFFIGURANTI IL PERCORSO DEL GASDOTTO DALLA RUSSIA ALL EUROPA ATTRAVERSO L UCRAINA. SONORO SPEAKER.",T06229/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
119,TG1 1330,CALABRIA: ARRESTI PER TRUFFA ALL UNIONE EUROPEA,RAI UNO,17/08/2006,00:01:12:00,"TRUFFA, ARRESTO AMMINISTRATORI PUBBLICI CALABRESI ITALIA GUARDIE FINANZA ; TRUFFA, ARRESTO AMMINISTRATORI PUBBLICI CALABRESI ; ITALIA GUARDIE FINANZA","GUARDIE DI FINANZA EFFETTUANO POSTO DI BLOCCO, PERCORRONO STRADE IN AUTO E PERQUISISCONO UFFICIO E CAPANNONE INDUSTRIALI NELL AMBITO DI INCHIESTA ANTI TRUFFA AI DANNI DELL UNIONE EUROPEA, DI CUI E TITOLARE LA PROCURA DI COSENZA, CHE HA PORTATO ALL ARRESTO, PER CONTRIBUTI COMUNITARI INDEBITAMENTI PERCEPITI, DI IMPRENDITORI TEDESCHI E COMMERCIALISTI PROMOTORI DI INDUSTRIE FANTASMA E ALL ARRESTO PER CONCUSSIONE DEL CAPOGRUPPO DEL PARTITO DEMOCRATICI SINISTRA ALLA REGIONE CALABRIA PACENZA FRANCO CON L ACCUSA DI AVER OTTENUTO L ASSUNZIONE DEI LAVORATORI DELLE INDUSTRIE FANTASMA IN CAMBIO DI APPOGGI ELETTORALI. DETTAGLIO PAGINE DI QUOTIDIANI CON ARTICOLI SU ARRESTO DI PACENZA. REPERTORIO CON INTERVISTA A PACENZA. SONORO SPEAKER.",T06229/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
71,TG1 1330,TRIBUNALE UE RESPINGE RICORSO DELLA MICROSOFT,RAI UNO,17/09/2007,00:00:44:00,"SOCIETA MICROSOFT, UNIONE EUROPEA CORTE GIUSTIZIA ; KROES NEELIE, GATES BILL ; SOCIETA MICROSOFT, UNIONE EUROPEA CORTE GIUSTIZIA","BRUXELLES, BELGIO, ESTERNI INTERNI SEDE COMMISSIONE EUROPEA, CONFERENZA STAMPA COMMISSARIO EUROPEO ALLA CONCORRENZA KROES. CITTA LUSSEMBURGO, LUSSEMBURGO, SEDUTA CORTE GIUSTIZIA EUROPEA. 2005, USA, ESTERNI INTERNI STABILIMENTO SOCIETA INFORMATICA "" MICROSOFT "". PRESIDENTE MICROSOFT GATES TIENE DISCORSO. 2003, BRUXELLES, BELGIO, DISCORSO DEL COMMISSARIO EUROPEO ALLA CONCORRENZA MONTI MARIO. INSERITO REPERTORIO, NEGOZIO COMPUTER, PERSONA ACQUISTA PRODOTTI INFORMATICI DELLA MICROSOFT. SONORO SPEAKER.",T07260/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
70,TG1 1330,LINEA COMUNE CONTRO IL TERRORISMO,RAI UNO,17/11/2001,00:01:10:00,"UNIONE EUROPEA CONSIGLIO INTERNO, UNIONE EUROPEA CONSIGLIO GIUSTIZIA ; SCAJOLA CLAUDIO, CASTELLI ROBERTO ; UNIONE EUROPEA CONSIGLIO INTERNO, UNIONE EUROPEA CONSIGLIO GIUSTIZIA","MINISTRI INTERNO E GIUSTIZIA UNIONE EUROPEA DURANTE LAVORI CONSIGLIO PER ATTIVARE UN PIANO COMUNE ANTI TERRORISMO E ANTI CRIMINALITA, PRESENTI TRA CUI MINISTRO INTERNO ITALIANO SCAJOLA PARLANO TRA LORO. CONFERENZA STAMPA CONGIUNTA SCAJOLA E MINISTRO ITALIANO GIUSTIZIA CASTELLI INSERITO REPERTORIO SU: AGENTI POLIZIA EFFETTUANO ARRESTO SU BANCHINA PORTO. PROSTITUTE PER STRADA. SONORO SPEAKER.",T01321/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
107,TG1 1330,FA DISCUTERE LA RIFORMA MORATTI,RAI UNO,18/03/2002,00:01:13:00,"DIMOSTRAZIONE ANTI RIFORMA SCUOLA ITALIANA, INSEGNANTI ITALIANI, STUDENTI MEDI SUPERIORI ITALIANI, SCUOLA ITALIANA PROBLEMA ; DIMOSTRAZIONE ANTI RIFORMA SCUOLA ITALIANA, INSEGNANTI ITALIANI, STUDENTI MEDI SUPERIORI ITALIANI, SCUOLA ITALIANA PROBLEMA ; MEREGHETTI GIANNI, MORATTI LETIZIA, PANINI ENRICO","BELLARIA, EMILIA ROMAGNA, INTERNI PADIGLIONE DURANTE QUINDICESIMO CONVEGNO ASSOCIAZIONE NAZIONALE DIESSE (DIDATTICA E INNOVAZIONE SCOLASTICA), PANORAMICA TAVOLO RELATORI E PUBBLICO. INTERVISTE SEPARATE A MINISTRO ISTRUZIONE, UNIVERSITA E RICERCA SCIENTIFICA MORATTI SU RIFORMA SCOLASTICA CHE INTENDE VALORIZZARE RUOLO DEI DOCENTI ED A PORTAVOCE ASSOCIAZIONE ""DIDATTICA INNOVAZIONE SCOLASTICA"" MEREGHETTI SU PARERE FAVOREVOLE DI PARTE DEL CORPO DOCENTE ALLA RIFORMA MORATTI. INTERVISTA A SEGRETARIO CGIL SCUOLA PANINI SU RIFIUTO PROPOSTA CONTRATTI SEPARATI PER INSEGNANTI E PERSONALE AMMINISTRATIVO DELLA SCUOLA E RICHIESTA ADEGUAMENTO RETRIBUZIONI DOCENTI A LIVELLI EUROPEI. MILANO, INSEGNANTI E STUDENTI DIMOSTRANO CONTRO RIFORMA SCOLASTICA DURANTE SCIOPERO REGIONALE PROMOSSO DA CGIL CISL E UIL. INSERITO REPERTORIO SU: STUDENTI MEDI SUPERIORI A LEZIONE E DURANTE ESAME MATURITA. SONORO ORIGINALE E SPEAKER.",T02077/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
84,TG1 1330,PRODI INCONTRA PUTIN,RAI UNO,18/05/2001,00:01:18:00,"DIMOSTRAZIONE ANTI TRASPORTO SCORIA RADIOATTIVA, INQUINAMENTO DA RADIOATTIVITA PROBLEMA, ECOLOGISTI FRANCESI ; DIMOSTRAZIONE ANTI TRASPORTO SCORIA RADIOATTIVA, INQUINAMENTO DA RADIOATTIVITA PROBLEMA, ECOLOGISTI FRANCESI ; PRODI ROMANO VIAGGIO RUSSIA, PUTIN VLADIMIR","RUSSIA, PRESIDENTE COMMISSIONE EUROPEA PRODI INCONTRA PRESIDENTE RUSSO PUTIN. FRANCIA, AGENTI POLIZIA IN ASSETTO ANTI SOMMOSSA PRELEVANO ATTIVISTA ANTINUCLEARE CHE DIMOSTRA SUI BINARI CONTRO IL PASSAGGIO DI UN TRENO CARICO DI SCORIE RADIOATTIVE DIRETTO IN BRETAGNA. INSERTI REPERTORIO SU: VEDUTE PIAZZA ROSSA A MOSCA, CAMPO PROFUGHI CECENI, ESTERNI ED INTERNI CENTRALI ATOMICHE, ESTERNI ED INTERNI PARLAMENTO EUROPEO A STRASBURGO, FRANCIA. SONORO SPEAKER.",T01138/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
110,TG1 1330,POLITICA INTERNA,RAI UNO,18/05/2001,00:01:30:00,"POLITICA ITALIANA ; POLITICA ITALIANA ; CASINI PIERFERDINANDO, BUTTIGLIONE ROCCO, RUTELLI FRANCESCO, BERTINOTTI FAUSTO, VELTRONI WALTER, DANTONI SERGIO, ANDREOTTI GIULIO, DALEMA MASSIMO","CONFERENZA STAMPA CONGIUNTA PRESIDENTE CCD CASINI E SEGRETARIO CDU BUTTIGLIONE. LEADER COALIZIONE CENTROSINISTRA MOVIMENTO ULIVO, RUTELLI, CAMMINA IN MEZZO A GIORNALISTI E POSA PER FOTOGRAFI CON LEADER PARTITI FACENTI PARTE DEL RAGGRUPPAMENTO MARGHERITA, TRA CUI LEADER UDEUR MASTELLA CLEMENTE E PRESIDENTE MOVIMENTO DEMOCRATICI, PARISI ARTURO. CONFERENZA STAMPA CONGIUNTA SEGRETARIO RIFONDAZIONE COMUNISTA BERTINOTTI E CANDIDATO A SINDACO DI ROMA CON COALIZIONE CENTROSINISTRA MOVIMENTO ULIVO VELTRONI. CONFERENZA STAMPA CONGIUNTA ESPONENTI PARTITO DEMOCRAZIA EUROPEA DANTONI ED ANDREOTTI. INTERVISTA A PRESIDENTE PARTITO DEMOCRATICI SINISTRA DALEMA. INSERITO REPERTORIO SU: LEADER COALIZIONE CENTRODESTRA CASA LIBERTA, VINCITRICE ELEZIONI POLITICHE, BERLUSCONI SILVIO E CANDIDATO SINDACO ROMA PER LA CASA LIBERTA, TAJANI ANTONIO CHE SALUTANO SOSTENITORI. ESTERNI PALAZZO CHIGI E SEDE DS. SONORO SPEAKER.",T01138/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
69,TG1 1330,IL TRAP IN BILICO,RAI UNO,18/10/2002,00:01:14:00,"CALCIO GALLES ITALIA, CAMPIONATO EUROPEO CALCIO ; TRAPATTONI GIOVANNI, SENSI FRANCO, CARRARO FRANCO, GALLIANI ADRIANO ; CALCIO GALLES ITALIA, CAMPIONATO EUROPEO CALCIO","20021016, CARDIFF, GALLES, GRAN BRETAGNA, FASI PARTITA GALLES ITALIA, TERMINATA 2 A 1, VALEVOLE PER LA QUALIFICAZIONE AGLI EUROPEI DI CALCIO DEL 2004. 2002, FASI VARIE PARTITE DELL NAZIONALE ITALIANA E CAMPIONATO ITALIANO CALCIO SERIE A CON VARI CALCIATORI IMPEGNATI TRA CUI CALCIATORE DELLA ROMA TOTTI FRANCESCO. PRESIDENTE FEDERCALCIO CARRARO, PRESIDENTE LEGA CALCIO GALLIANI E PRESIDENTE ROMA SENSI RILASCIANO INTERVISTE SEPARATE. INSERITO REPERTORIO SU: ALLENATORE DELLA NAZIONALE ZOFF DINO ASSITE A PARTITA. SONORO SPEAKER.",T02291/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
7,TG1 1330,CASINI A VENEZIA,RAI UNO,18/11/2001,00:01:02:00,CASINI PIERFERDINANDO,"PRESIDENTE CAMERA DEPUTATI CASINI INTERVIENE AI ""COLLOQUI DI VENEZIA"" , CONVEGNO ORGANIZZATO DALL ASSOCIAZIONE LIBERAL. BRANI DISCORSO DI CASINI SULLA NECESSITA DI COSTITUIRE UN ESERCITO PER L UNIONE EUROPEA INDIPENDENTE DALLA NATO. AGENTI POLIZIA PATTUGLIANO STRADE CITTADINE. INSERITO REPERTORIO 20010911 SU: RIPRESA IMPATTO AEREO PASSEGGERI E CROLLO TORRE DEL GRATTACIELO WORLD TRADE CENTER, ATTENTATO TERRORISTI ISLAMICI SUICIDI CHE HANNO DIROTTATO DUE AEREI SUL WTC. SONORO ORIGINALE E SPEAKER.",T01322/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
33,TG1 1330,VERTICE NATO A BRUXELLES,RAI UNO,18/12/2001,00:02:20:00,NATO COMITATO DIFESA ; RUMSFELD DONALD ; NATO COMITATO DIFESA,"INTERNI PALAZZO SEDE NATO DURANTE VERTICE MINISTRI DIFESA ALLEANZA ATLANTICA SULLA SICUREZZA, SEGRETARIO ALLA DIFESA STATUNITENSE RUMSFELD ENTRA NELLA SALA DEL VERTICE, PP VARI MINISTRI PARTECIPANTI AL VERTICE. INSERITO REPERTORIO 20011215: PRIMO MINISTRO BRITANNICO BLAIR TONY CONVERSA CON PRESIDENTE COMMISSIONE UNIONE EUROPEA PRODI ROMANO DURANTE CONSIGLIO UE, PRIMI MINISTRI E PRESIDENTE DELL UE POSANO PER FOTO DI GRUPPO. SONORO SPEAKER.",T01352/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
81,TG1 1330,COMMISSIONE EUROPEA SU BSE ED AFTA,RAI UNO,19/03/2001,00:01:12:00,"TUTELA SALUTE PUBBLICA, MINISTRI AGRICOLTURA UNIONE EUROPEA, EPIDEMIA AFTA EPIZOOTICA, ENCEFALOPATIA SPONGIFORME BOVINA UNIONE EUROPEA COMMISSIONE AGRICOLTURA ; TUTELA SALUTE PUBBLICA, MINISTRI AGRICOLTURA UNIONE EUROPEA, EPIDEMIA AFTA EPIZOOTICA, ENCEFALOPATIA SPONGIFORME BOVINA ; PECORARO SCANIO ALFONSO ; UNIONE EUROPEA COMMISSIONE AGRICOLTURA","ESTERNI ED INTERNI PALAZZO COMMISSIONE EUROPEA. RIUNIONE STRAORDINARIA MINISTRI AGRICOLTURA, TRA CUI MINISTRO ITALIANO PECORARO SCANIO, PER DECIDERE MISURE PRECAUZIONALI PER DEBELLARE RISCHIO CONTAGIO DA EPIDEMIA AFTA EPIZOOTICA E MALATTIA ENCEFALOPATIA SPONGIFORME BOVINA ""MUCCA PAZZA"" . INSERITO REPERTORIO SU: PROCEDURE DISINFESTAZIONE RUOTE AUTOCARRI, PECORE AL PASCOLO, ALLEVAMENTO DI BOVINI E SUINI. SONORO SPEAKER.",T01078/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
9,TG1 1330,RITIRATI DAL COMMERCIO MIGLIAIA DI PRODOTTI PERICOLOSI,RAI UNO,19/04/2007,00:01:19:00,"TUTELA SALUTE PUBBLICA, DIFESA CONSUMATORI ; TUTELA SALUTE PUBBLICA, DIFESA CONSUMATORI ; SORO STEFANO, KUNEVA MEGLENA","RESPONSABILE E UNITA SICUREZZA DEI PRODOTTI DELLA COMMISSIONE EUROPEA, SORO, MOSTRA OGGETTI PERICOLOSI CHE NON RISPETTANO NORME SICUREZZA RITIRATI DAL COMMERCIO, TRA CUI ACCENDINI, FERRI STIRO, GIOCATTOLI, MARTELLI. INTERVISTE A SORO E A COMMISSARIO EUROPEO PER TUTELA CONSUMATORI, KUNEVA. ESTERNI SEDE COMMISSIONE EUROPEA. REPERTORIO, TRENI IN TRANSITO. INTERNI SUPERMERCATO, GENTE COMPRA. SONORO SPEAKER.",T07109/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
128,TG1 1330,LA SICUREZZA AL G8,RAI UNO,19/06/2001,00:01:18:00,"ORDINE PUBBLICO PROBLEMA ORGANIZZAZIONE CONFERENZA PAESE INDUSTRIALIZZATO GENOVA, ITALIA SENATO, ITALIA GOVERNO BERLUSCONI PROGRAMMA ; ORDINE PUBBLICO PROBLEMA ; BERLUSCONI SILVIO, RUGGIERO RENATO, SALVI CESARE ; ORGANIZZAZIONE CONFERENZA PAESE INDUSTRIALIZZATO GENOVA, ITALIA SENATO, ITALIA GOVERNO BERLUSCONI PROGRAMMA","INTERVISTA A MINISTRO DEGLI ESTERI, RUGGIERO, SU ORGANIZZAZIONE CONFERENZA PAESI INDUSTRIALIZZATI G8 IN PROGRAMMA A GENOVA IL 20010720 E SU CONDANNA DEGLI ATTEGGIAMENTI VIOLENTI DA PARTE DEI CONTESTATORI. INTERVISTA A VICEPRESIDENTE SENATO SALVI SU TEMI IN DISCUSSIONE AL VERTICE. 20010618 INTERNI AULA SENATO DURANTE SEDUTA, PRESIDENTE DEL CONSIGLIO BERLUSCONI TIENE DISCORSO PROGRAMMATICO PER APERTURA DIBATTITO SU FIDUCIA. INSERITO REPERTORIO SU: 20010615, GOTEBORG, SVEZIA, INCIDENTE PIAZZA TRA AGENTI POLIZIA IN TENUTA ANTI SOMMOSSA E DIMOSTRANTI ANTI GLOBALIZZAZIONE ECONOMIA MONDIALE CHE MANIFESTANO A MARGINE DEL VERTICE TRA UNIONE EUROPEA E USA E RIUNIONE CONSIGLIO UNIONE EUROPEA. ITALIA, INTERVISTE SEPARATE A SEGRETARIO RIFONDAZIONE COMUNISTA BERTINOTTI FAUSTO, PRESIDENTE CAMERA CASINI PIERFERDINANDO, MINISTRO INTERNI SCAJOLA CLAUDIO. VEDUTE GENOVA. SONORO ORIGINALE E SPEAKER.",T01170/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
66,TG1 1330,BARAK IN VIAGGIO IN ITALIA,RAI UNO,19/09/2002,00:01:21:00,DISTRUZIONE ARMA IRACHENA PROBLEMA GOLFO PERSICO CRISI ; DISTRUZIONE ARMA IRACHENA PROBLEMA ; BARAK EHUD ; GOLFO PERSICO CRISI,"EX PRIMO MINISTRO ISRAELIANO, GENERALE BARAK SFOGLIA ALBUM FOTOGRAFIE SU TERRAZZO ALBERGO E RILASCIA INTERVISTA SU CRISI GOLFO PERSICO A CAUSA DELLA MANCATA ACCETTAZIONE DA PARTE DELL IRAQ DELLE ISPEZIONI ONU SU EVENTUALE FABBRICAZIONE DI ARMI DI DISTRUZIONE DI MASSA, SU POSSIBILE INTERVENTO MILITARE PER LA DESTITUZIONE DEL PRESIDENTE IRACHENO HUSSEIN SADDAM E SU POSIZIONE DEI PAESI EUROPEI IN MERITO. INSERITO REPERTORIO SU: GENERALE BARAK DURANTE ESERCITAZIONI FORZE ARMATE ISRAELIANE. SONORO ORIGINALE, TRADOTTO E SPEAKER.",T02262/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
105,TG1 1330,POLEMICHE PRE VERTICE DI GAND,RAI UNO,19/10/2001,00:01:16:00,"MOVIMENTO ANTI GLOBALIZZAZIONE ECONOMIA MONDIALE, DIMOSTRAZIONE ANTI BERLUSCONI SILVIO ; MOVIMENTO ANTI GLOBALIZZAZIONE ECONOMIA MONDIALE, DIMOSTRAZIONE ANTI BERLUSCONI SILVIO ; VERHOFSTADT GUY, BERLUSCONI SILVIO, DALEMA MASSIMO","GAND, VEDUTE CITTA, ESTERNI SEDE VERTICE CAPI DI STATO E DI GOVERNO UNIONE EUROPEA. PRESIDENTE DI TURNO DELL UNIONE EUROPEA VERHOFSTADT DURANTE INTERVISTA. PRESIDENTE CONSIGLIO ITALIANO BERLUSCONI, TRA GIORNALISTI, ENTRA DENTRO PALAZZO PER PARTECIPARE A RIUNIONE LEADER PARTITO POPOLARE EUROPEO, PPE, MILITANTI MOVIMENTO ANTI GLOBALIZZAZIONE ECONOMIA MONDIALE DIMOSTRANO CONTRO BERLUSCONI, PP STRISCIONE CON SCRITTA BERLUSCONI ASSASSINO. PRESIDENTE PARTITO ITALIANO DEMOCRATICI SINISTRA DALEMA DAVANTI A PALAZZO DOVE SI SVOLGE RIUNIONE LEADER PARTITI SOCIALISTI EUROPEI, ALTO COMMISSARIO PER GLI AFFARI ESTERI DELL UNIONE EUROPEA, SOLANA JAVIER RILASCIA INTERVISTA. (20011018) BRUXELLES, CONFERENZA STAMPA PRESIDENTE COMMISSIONE UNIONE EUROPEA PRODI ROMANO. INSERITO REPERTORIO SU: PRESIDENTE FRANCESE CHIRAC JACQUES, PRIMO MINISTRO FRANCESE JOSPIN LIONEL, CANCELLIERE TEDESCO SCHRODER GERHARD, PRIMO MINISTRO BRITANNICO BLAIR TONY DURANTE RIUNIONI UNIONE EUROPEA. SONORO SPEAKER.",T01292/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
1,TG1 1330,E' MORTO CIANCIMINO,RAI UNO,19/11/2002,00:01:06:00,"PROCESSO AMMINISTRATORI PUBBLICI SICILIANI, CORRUZIONE AMMINISTRATORI PUBBLICI SICILIANI, MAFIA ; PROCESSO AMMINISTRATORI PUBBLICI SICILIANI, CORRUZIONE AMMINISTRATORI PUBBLICI SICILIANI, MAFIA ; CIANCIMINO VITO PROCESSO, LIMA SALVO, PUCCI ELDA","REPERTORIO SU EX SINDACO DI PALERMO CIANCIMINO IN OCCASIONE DELLA SUA MORTE MENTRE SI TROVAVA AGLI ARRESTI DOMICILIARI: INTERNI AULA PALAZZO GIUSTIZIA DURANTE PROCESSO A CARICO DELL EX SINDACO CIANCIMINO, ACCUSATO DI ASSOCIAZIONE MAFIOSA E CORRUZIONE. CIANCIMINO ASSISTE ALLE DEPOSIZIONI DEL PARLAMENTARE EUROPEO LIMA E DELL EX SINDACO PUCCI. CIANCIMINO RILASCIA INTERVISTA. INSERITO REPERTORIO BN SU: 194307, SOLDATI STATUNITENSI SBARCANO IN SICILIA DURANTE LA SECONDA GUERRA MONDIALE. SONORO ORIGINALE INTERVISTA TELEFONICA A CIANCIMINO CHE RIFIUTA DI RILASCIARE DICHIARAZIONI E SPEAKER.",T02323/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
6,TG1 1330,COPPE EUROPEE,RAI UNO,20/02/2002,00:01:06:00,"COPPA CHAMPIONS LEAGUE CALCIO, CALCIO JUVENTUS DEPORTIVO LACORUNA, CALCIO ROMA ; COPPA CHAMPIONS LEAGUE CALCIO, CALCIO JUVENTUS DEPORTIVO LACORUNA, CALCIO ROMA","TORINO, ITALIA, FASI PARTITA COPPA CAMPIONI CALCIO CHAMPIONS LEAGUE JUVENTUS DEPORTIVO LACORUNA, 0 A 0. BARCELLONA, SPAGNA, SQUADRA CALCIO ROMA IMPEGNATA IN ALLENAMENTO IN VISTA PARTITA CHAMPIONS LEAGUE CONTRO IL BARCELLONA. INSERITO REPERTORIO SU: FASI PARTITA DEL BARCELLONA E PARTITA CAMPIONATO ITALIANO CALCIO SERIE A, 0 A 0. SONORO SPEAKER.",T02051/105,Servizio non corrispondente a quello dell'ID,14:02:56:00,14:04:19:00
